num,link,date,likes,dislikes,text
4,https://www.anekdot.ru/id/-61200004/,12.06.1998,981,58,"Анекдот из Франции:- Что общего между совой и алжирцем?- Оба днем спят, ночью воруют и оба охраняются государством!"
7,https://www.anekdot.ru/id/13489/,12.06.1997,750,70,"Открывает мужик бутылку, а из нее джинн вылазит:- Сделаю все, что попросишь, но с одним условием - твой  злейший враг получит в 10 раз больше.Мужик:- Хорошо, хочу, чтобы у меня был член в 25 сантиметров длиной."
3,https://www.anekdot.ru/id/1220157/,11.06.2021,636,52,"Социальные лифты у нас есть, и они прекрасно работают.Просто не все могут купить квартиру в том здании, где они установлены."
6,https://www.anekdot.ru/id/1119512/,11.06.2020,1838,114,"Первый раз я посмотрел фильм ""Кин-дза-дза"" лет в 10 и ничего не понял.Второй раз - лет в 15 и погыгыкал над всеми этими ""ку"", ""кю"", ""ыа-ыа"".Третий раз - в 23 года и удивился насколько острая социальная сатира в этом фильме.Сейчас мне 42 и я в нем живу."
1,https://www.anekdot.ru/id/1022277/,11.06.2019,809,71,"Судя по всему, моему соседу вместо квартиры достался бетонный куб, из которого он теперь с помощью перфоратора пытается сделать квартиру."
12,https://www.anekdot.ru/id/953098/,11.06.2018,1305,187,"- За что сидишь?- За лайк.- Не ври. За лайк 5 лет дают, а у тебя восемь. Репостнул, признайся?"
3,https://www.anekdot.ru/id/891150/,11.06.2017,1044,66,"Мой приятель пару месяцев назад расстался с девушкой. Говорит, что до сих пор живет на апрельскую зарплату."
2,https://www.anekdot.ru/id/829864/,11.06.2016,1267,47,"Когда жена спрашивает: ""Что хочешь на ужин?"", я никогда не угадываю."
20,https://www.anekdot.ru/id/766924/,11.06.2015,1070,127,"Вот девушки накачивают себе грудь, надевают декольте, миниюбки и шпильки, а потом возмущаются, что мужикам только одно и надо...А ведь это все равно, что стоять за прилавком с апельсинами и жаловаться, что никто книги не спрашивает."
1,https://www.anekdot.ru/id/701098/,11.06.2014,763,120,"В салоне красоты: - Я просила вас выщипать мне брови, чтобы взгляд был слегка удивлённый, а не охреневший!"
3,https://www.anekdot.ru/id/642773/,11.06.2013,1058,68,Делаем копии любых документов.Оригинал не требуется.
7,https://www.anekdot.ru/id/583559/,11.06.2012,958,79,"А у моей бабушки до сих пор в кладовке лежит новый видеомагнитофон Sоnу, который она, как обещала, подарит мне на свадьбу..."
3,https://www.anekdot.ru/id/514974/,11.06.2011,852,100,"- Дорогая, ювелирный был закрыт, и я купил тебе йогурт."
3,https://www.anekdot.ru/id/454396/,11.06.2010,1351,124,"Абрамович зарабатывает в день больше, чем я за месяц. Но налоговая ходитпочему-то ко мне. Может у них проблемы с мелочью?"
4,https://www.anekdot.ru/id/401164/,11.06.2009,1160,119,"Неправда, что в правительстве работают только непорядочные люди. Будемобъективными. Есть еще некомпетентные."
2,https://www.anekdot.ru/id/348733/,11.06.2008,753,175,Маленький Володя Путин никогда не жадничал и давал другим детямпокататься на своем велосипеде после второго круга.Но при этом всегда сидел на багажнике.
4,https://www.anekdot.ru/id/294331/,11.06.2007,1290,155,"Средство от импотенции ""Три Богатыря"". Три - это глагол."
8,https://www.anekdot.ru/id/234244/,11.06.2006,968,159,"Восьмиклассник Михаил ВООБЩЕ НЕ расстроился, обнаружив, что на сайтеШкольницы.ру нет ни сочинений, ни рефератов, ни изложений..."
16,https://www.anekdot.ru/id/166814/,11.06.2005,1054,119,"- Внимание! Потерялся сын начальника Московской налоговой инспекции -  мальчик 12-ти лет, особые приметы - подполковник."
10,https://www.anekdot.ru/id/99554/,11.06.2004,2327,247,"- Чебурашка, слышь, че говорю?- Гена, ну ты посмотри на меня! Конечно, слышу!"
3,https://www.anekdot.ru/id/45094/,11.06.2003,2303,208,"Единственный врач, который считает, что у вас все в порядке,работает в военкомате."
10,https://www.anekdot.ru/id/-9965938/,11.06.2002,902,328,"В Америке разрешено все, что не явно не запрещено законом.В Китае запрещено все, что явно не разрешено законом.На Кубе запрещено даже то, что явно разрешено законом.В России разрешено даже то, что явно запрещено законом."
10,https://www.anekdot.ru/id/-10042376/,11.06.2001,2086,513,"Вы слишком долго прожили в России, если: 1. Вы дважды подумаете, перед тем как выкинуть пустую банку из-под кофе. 2. Вы всегда носите с собой пустой полиэтиленовый мешок - так, на всякий    случай. 3. Поднимая трубку, вы кричите ""алло, алло, алло"", не давая шанса    собеседнику даже представить себя. 4. Вы сохраняете остатки еды для кошек, живущих во дворе. 5. Переходя улицу, вы бежите. 6. Зимой вы выбираете свой маршрут, исходя из наименьшей вероятности    получить сосулькой по голове. 7. Вы впечатлены новой моделью Волги или Лады 8. По радио сообщили, что на улице ноль градусов, и вы думаете, что это    прекрасный день для прогулки 9. Вы спорите с частником из-за 100 рублей, чтобы он в метель отвез вас    до дома на другом краю города.10. Вы знаете и действительно переживаете из-за того, выиграл ли    Спартак вчера вечером.11. Вы приятно удивлены, обнаружив туалетную бумагу в туалете на работе.12. Вы смотрите на обувь людей, чтобы определить откуда они.13. Вы заметили, что мобильник вашего коллеги меньше чем у вас, и вы    завидуете.14. Вы ошарашены, если охранник в ночном клубе рад видеть вас15. Вы не знаете что делать, если инспектор ГИБДД просит вас заплатить    только официальный штраф.16. Вы не понимаете, что действительно хочет налоговый инспектор, если    он говорит, что у вас все в порядке.17. Вы даете чаевые официанту, только если обслуживание было действительно    исключительным18. Вы планируете свой отпуск на тот период, когда будет отключена горячая    вода.19. Вы просите не класть лед в ваш напиток.20. Вы знаете какой был любимый цвет Достоевского.21. Придя домой, первым делом вы моете руки и надеваете тапки.22. После поездки в Будапешт вы думаете, что побывали в раю.23. Вы считаете черный хлеб хорошей закуской к водке.24. Вы пьете рассол прямо из банки с огурцами.25. Вы умеете читать штрих-коды и начинаете выбирать товар в зависимости    от страны производства.26. Вы знаете более 60 женщин с именем ""Ольга"".27. Вы надеваете шерстяную шапочку в сауне.28. В ресторане вы ставите пустую бутылку из-под вина на пол.29. ""Ремонт"", ""пиво"" и ""наливай"" становятся неотъемлемой частью вашего    лексикона.30. Вы интересуетесь, когда наладится экспорт ""Балтики"" в вашу    страну.31. Сигаретный дым становится выносимым.32. Вы считаете металлические двери необходимостью.33. В разговоре со своими соотечественниками вы забываете некоторые    простые слова и вместо них используете русские.34. Вы не очень хотите возвращаться на родину."
10,https://www.anekdot.ru/id/-2061100010/,11.06.2000,1874,443,"1. Хорошо: Твоя жена беременна.Плохо: В утробе целых три ребенка.Очень плохо: Ты сделал операцию по перевязке семенных канатиков три года назад.2. Хорошо: Твоя жена с тобой не разговаривает.Плохо: Она хочет развода.Очень плохо: Она адвокат.3. Хорошо: Твой сын взрослеет.Плохо: Завел роман с пожилой соседкой.Очень плохо: Ты тоже.4. Хорошо: Твой сын проводит много времени в своей комнате.Плохо: У него в комнате ты находишь спрятанные порнофильмы.Очень плохо: Ты в некоторых из них.5. Хорошо: Твой муж наконец-то согласен - хватит детей!Плохо: Не можешь найти противозачаточные таблетки.Очень плохо: Их взяла твоя дочь.6. Хорошо: Твой муж разбирается в моде.Плохо: Ты обнаруживаешь, что тайком он надевает твои вещи.Очень плохо: Ему они идут больше, чем тебе.7. Хорошо: Ты проводишь беседу о тычинке и пестике со своей дочкой.Плохо: Она постоянно тебя перебивает...Очень плохо: ...и поправляет.8. Хорошо: У твоего сына первое свидание.Плохо: С мужчиной.Очень плохо: Который твой лучший друг.9. Хорошо: Твоя дочь нашла работу сразу после института.Плохо: в качестве проститутки.Очень плохо: Некоторые из твоих коллег - ее клиенты.Слишком плохо: Она зарабатывает больше, чем ты.10. Хорошо: Читая все вышеперечисленное, ты смеялся.Плохо: Ты знаешь людей с похожими ситуациями.Очень плохо: Один из них - ты."
1,https://www.anekdot.ru/id/-1061100001/,11.06.1999,1654,67,"В фирме, в разгар рабочего дня раздаются дикие крики, врываютсяпарни в камуфляже и в масках. Все на измене, тут крик: ""Лежать,это ограбление!"".Главный бухгалтер, опускаясь на пол:""Напугали, сволочи, я-то думал - налоговая полиция..."""
3,https://www.anekdot.ru/id/-61100003/,11.06.1998,2262,121,"Повез Герасим Му-му топить. Камешек на шею собачке привязали в речку бросил. Бросил и поплыл домой.Му-му, бедолага, барахтается, освободится пытается.За этим занятием ее другой, проплывающий мимо, мужичек и застал.Вытащил он ее, камень отвязал... и тут:Му-му:-Спасибо тебе, добрый человек! Спас ты меня!Мужик (в жутком удивлении):- Первый раз в жизни вижу говорящую собаку!Му-му (в еще большем удивлении):- Первый раз в жизни вижу говорящего мужика!!!"
2,https://www.anekdot.ru/id/15258/,11.06.1997,379,90,"Разводятся pодители маленькой Маши и спpашивают дочь:- Скажи, с кем бы ты хотела жить?- А у кого останется телевизоp?"
2,https://www.anekdot.ru/id/1219830/,10.06.2021,740,126,"- Вы давно курите?- 25 лет.- Вы в 5 начали?- Вообще-то, мне 42.- Прекрасно выглядите!- А это уже алкоголь."
11,https://www.anekdot.ru/id/1119242/,10.06.2020,1488,200,"Афроамериканское сообщество так нехило поднялось на грабежах в результате мирного протеста, что требует от полиции задушить ещё одного негра."
19,https://www.anekdot.ru/id/1022099/,10.06.2019,1368,61,"В подростковом возрасте думаешь, что однажды встретишь ""кого-то особенного"", а к 30 понимаешь, что особенных дохуя. Нормальных мало."
2,https://www.anekdot.ru/id/952898/,10.06.2018,1412,65,"Как родители приучали меня к самостоятельности:Прихожу домой вижу записку:- Сосиски на столе.В следующий раз:- Сосиски в кастрюле на плите, разогрей.Затем: - Сосиски в холодильнике. Свари.Потом.- Сосиски в магазине. Деньги на столе. Сходи, купи и свари.Последняя записка гласила: - Сосиски в магазине. Деньги – на работе."
1,https://www.anekdot.ru/id/891040/,10.06.2017,912,108,"И запомните, девочки, что молодой, красивый, умный, богатый, весёлый и не жадный - это шесть разных мужиков."
1,https://www.anekdot.ru/id/829707/,10.06.2016,1141,78,"22:00 - Милый, что тебе важнее - я или футбол?23:50 - Конечно же ты!"
1,https://www.anekdot.ru/id/766772/,10.06.2015,1858,224,"На заявление США, что они разрушат российскую экономику, Путин долго смеялся и сказал, что сначала ее надо построить."
8,https://www.anekdot.ru/id/700924/,10.06.2014,1378,82,"Вступила в клуб анонимных алкоголиков. Уже третий день бухаю и даже не знаю, с кем."
4,https://www.anekdot.ru/id/642628/,10.06.2013,1214,200,"Муж приходит вечером домой: ребёнок в закаканном памперсе изо всех лупит крышкой об кастрюлю, из всех ящиков всё вывалено на пол, игрушки разбросаны по всей квартире ровным слоем, кухня вся заляпана манной кашей, ужина нет, холодильник пустой, жена смотрит телевизор.Муж: - Что это такое?!Жена: - Дорогой, ты каждый день приходишь с работы и спрашиваешь: ""И что ты весь день делала?"". Вот сегодня я ничего не делала."
2,https://www.anekdot.ru/id/583380/,10.06.2012,1659,124,"Разговаривал с другом на ноутбуке по скайпу. В это время звонит второй друг на мобильник, включаю громкую связь, и общаемся уже втроём. Потом вышел на лоджию покурить. Возвращаюсь, картина маслом: ноутбук с телефоном что-то активно обсуждают. Ну, скажите, это ли не дурдом?"
7,https://www.anekdot.ru/id/514833/,10.06.2011,1237,90,"Фитнес-центр. Немолодой банкир пытается сгонять вес под руководствомперсонального тренера.В зал впархивает обалденная блондинка.Банкир, оглядывая длинный ряд тренажеров, спрашивает тренера:- Том, какой из этих машин мне лучше воспользоваться, чтобы привлечь ее  внимание?- Я бы рекомендовал банкомат в холле, сэр."
22,https://www.anekdot.ru/id/454240/,10.06.2010,945,117,"Министерство по налогам и сборам подтвердили, что российские мэры ируководители МВД поголовно оказались бессовестные альфонсы."
8,https://www.anekdot.ru/id/400920/,10.06.2009,1154,178,"Помню, как в 5-м классе мы с девчонками спорили кем лучше быть: парнемили девушкой. Как аргумент в свою пользу они приводили то, что нампарням надо бриться, а им нет! Наивные..."
8,https://www.anekdot.ru/id/348713/,10.06.2008,590,122,"Принцип неопределенности для женщин: чтобы испортить отношения,достаточно их выяснить."
7,https://www.anekdot.ru/id/294200/,10.06.2007,995,210,"Мой кот часто срет по углам, я его за это луплю, и мне кажется, что ондумает, что я его луплю за то, что он мало срет.                                            http://blog.rubi-rubli.ru/"
8,https://www.anekdot.ru/id/234074/,10.06.2006,747,133,"- Алло! Это секс по телефону?- Да, мой сладкий!- Теть Тань - маму позовите!"
10,https://www.anekdot.ru/id/166530/,10.06.2005,1874,172,"Купец, отправляясь в плавание:- Что тебе привезти, доченька младшенькая?- Привези мне, батюшка, чудище страшное для сексуальных утех и  извращений!- Да ты что, доченька, я же отец тебе - я не могу этого позволить!- (вздыхая) Хорошо... пойдем по длинному пути.... Привези мне, батюшка,  цветочек аленький."
3,https://www.anekdot.ru/id/99380/,10.06.2004,810,399,"- Почему прекращены съемки сериала ""Симпсоны""?- Потому что один из главных героев, Гомер Симпсон, в настоящее время  работает Президентом США."
10,https://www.anekdot.ru/id/44930/,10.06.2003,1239,256,"Жили были: Ох, Ах и Ого-го.Ох был пессимистом, ленив и постоянно вздыхал.Ах был оптимистом, радостен, активно принималучастие в общественной жизни.Ну а Ого-го - просто нравился женщинам."
5,https://www.anekdot.ru/id/-9966126/,10.06.2002,702,270,"После погромов в результате проигрыша сборной России сборной Японии,после совещания на высшем уровне, решили не восстанавливать зданиеГосдумы, Колонный зал и вестибюль станции метро ""Охотный ряд""...До результатов игры Россия-Бельгия."
9,https://www.anekdot.ru/id/-10042387/,10.06.2001,1040,264,"В некоторых троллейбусных депо, как и в американских ВВС, водителиобщаются через записи в книге регистрации неисправностей. В конце сменыводитель записывает неисправности, в следующую смену механики ихустраняют. Однажды это было так:Водитель: Троллейбус плохо идет, как будто сзади кто-то держит.Ответ механиков: Посмотрели, сзади никого нет."
1,https://www.anekdot.ru/id/-2061000001/,10.06.2000,1095,363,"У одного мужика под окнами стояла плохонькая иномарка. Как-то развыходит он на улицу к машине, а на боку нацарапано: ""Мужик, покрасьмашину!"" Он решил: ""И правда, давно пора покрасить-то.""Поехал в автосервис, сделал все как надо. Машинка хорошенькая,блестящая. Hаутро выходит к своей ""ласточке"", а на боку нацарапано:""ВОТ ТЕПЕРЬ ДРУГОЕ ДЕЛО!"""
3,https://www.anekdot.ru/id/-1061000003/,10.06.1999,2332,247,"Племянник из города приехал к деду в деревню. После того,как дед показал все хозяйство, племянник заскучал.Дед говорит:- Почему бы тебе не взять собак и ружьишко и не сходить  в лес пострелять?Племянник обрадовался и пошел. Через час вернулся, возбужденный:- Дед, а у тебя еще собаки есть?"
5,https://www.anekdot.ru/id/-61000005/,10.06.1998,2736,187,"В первом классе школы дети учатся писaть.Учительница:- Танечка! Что ты вчера делала после школы?Танечка:- Играла в песочнице.- Умница, Танечка! Иди к доске и напиши ""ПЕСОК"".  Петечка! А ты что вчера делал?Петечка:- А я вчера играл с Танечкой. У меня был совочек.- Молодец, Петечка! Иди напиши на доске ""СОВОК"".  Муталиб Саид ибн Ахмед Бей! А ты что вчера делал?(МСИАБ):- Я пытался поиграть с ними, но они назвали меня чучмеком  и забросали камнями!Учительница:- Безобразие! Это же вопиющая дискриминация и унижение  человеческого достоинства! Муталиб Саид ибн Ахмед Бей!  Иди к доске и напиши 100 раз, чтоб видели все:  ""ВОПИЮЩАЯ ДИСКРИМИНАЦИЯ И УНИЖЕНИЕ ЧЕЛОВЕЧЕСКОГО ДОСТОИНСТВА""!"
9,https://www.anekdot.ru/id/12781/,10.06.1997,797,59,"- Молодой человек, - сердится отец, - вы обещали привести мою  дочь домой в 12 часов. Сейчас 3 и вообще это не моя дочь."
1,https://www.anekdot.ru/id/1219513/,09.06.2021,1347,68,"В ипотеке отказали из-за низкого дохода, а в детском пособии из-за высокого дохода. Средний класс, сука."
1,https://www.anekdot.ru/id/1118994/,09.06.2020,1187,146,Режим самоизоляции и маски отменяются. Страна пошла на поправки.
5,https://www.anekdot.ru/id/1021880/,09.06.2019,606,75,Никогда не оборачивайтесь назад. Там все без изменений.
1,https://www.anekdot.ru/id/952731/,09.06.2018,1110,197,"- Владимир Владимирович?- Да.- Это вы?- Это я.- Это действительно вы?- Действительно я.- Путин?- Путин?- Можно говорить?- Говорите.- Всё, что я думаю?- Всё.- Всё-всё?- Всё-всё.- Спасибо вам!- Пожалуйста.Вы прослушали краткое содержание передачи «Прямая линия с президентом»."
8,https://www.anekdot.ru/id/890928/,09.06.2017,864,107,"— Мойша, вы спали с моей женой?— Одну минуточку, сейчас посмотрю (листает блокнот). Да, я спал.— Я недоволен.— Минуточку (листает блокнот). Я тоже..."
8,https://www.anekdot.ru/id/829543/,09.06.2016,1147,175,"Что касается вегетарианства. Слышали вы когда-нибудь, чтобы о недостатке умственных способностей говорили: тупой лев, глупая пантера, ну ты гепард! Нет? А про корову, овцу, барана? То-то и оно!"
5,https://www.anekdot.ru/id/766602/,09.06.2015,1167,74,"Кризис - это когда ты ждал, что вот-вот начнешь жить хорошо, а потом понял, что хорошо ты жил раньше."
9,https://www.anekdot.ru/id/700745/,09.06.2014,1237,108,"Алкоголик Степан пошёл в лес, чтобы посетить белок с ответным визитом."
3,https://www.anekdot.ru/id/642488/,09.06.2013,864,99,"- Светка, вставай, 15 минут до работы осталось!- Ты чё??? Охренел??! Ты чё, раньше разбудить не мог? МНЕ КРАСИТЬСЯ ТОЛЬКО 20 МИНУТ!!!- Не ори ты, ты пока спала, я тебя уже накрасил.."
41,https://www.anekdot.ru/id/583218/,09.06.2012,1585,63,- Как у меня мужик переночевал - так все соседи в курсе! А как квартиру обворовали - так все крепко спали!
13,https://www.anekdot.ru/id/514715/,09.06.2011,1192,129,"Если помидор - ягода, можно ли называть кетчуп вареньем? И как красотаможет спасти мир, если она все время требует жертв? И почему боксерскиеперчатки называют перчатками, если они - варежки?"
38,https://www.anekdot.ru/id/454107/,09.06.2010,774,119,"Земляки горячо поддержали Гришу Перельмана.- У нас бы тоже никто за один миллион долларов на поле не вышел, -  сочувственно делились игроки ""Зенита""."
1,https://www.anekdot.ru/id/400668/,09.06.2009,1994,158,"Два священника устанавливают на дороге щит с надписью: ""Остановись,конец уже близок! Поверни, пока не поздно!"". Мимо них на огромнойскорости проезжает фура, водитель кричит и машет кулаком:- Проклятые сектанты, достали вы уже!Машина скрывается за поворотом, оттуда слышен грохот и громкий бульк.Один священник говорит другому:- Похоже, ты был прав, надо было написать просто ""Мост разрушен""."
10,https://www.anekdot.ru/id/348416/,09.06.2008,653,103,Переехал в новый дом. Просыпаюсь с первыми перфораторами...
4,https://www.anekdot.ru/id/294037/,09.06.2007,959,182,"Имею возможность иметь козу, но не имею желания. Имею желание иметьмашину, но коза говорит: ""Сначала шуба!"""
9,https://www.anekdot.ru/id/233879/,09.06.2006,1215,157,Когда у вас появляются деньги - у вас появляются женщины! Появляютсяженщины - пропадают деньги! Пропадают деньги - пропадают женщины!Пропадают женщины - появляются деньги.......Если вы сможете из этого замкнутого круга убрать женщин - вы будетесказочно богаты!!!!!
7,https://www.anekdot.ru/id/166292/,09.06.2005,1731,187,Из-за преступной халатности работников Эрмитажа картина КазимираМалевича «Черный квадрат» два месяца провисела вверх ногами.
6,https://www.anekdot.ru/id/99214/,09.06.2004,1261,250,Реклама:Все лучшее - на х#й. Презервативы Contex.
10,https://www.anekdot.ru/id/44816/,09.06.2003,888,386,"Объявление: Решу любые проблемы, быстро, качественно, дорого.подпись: Владимир Путин"
9,https://www.anekdot.ru/id/-9966273/,09.06.2002,894,264,"Еврейский вопрос - это вопрос, который вы получаете вместо ответа на вашвопрос."
6,https://www.anekdot.ru/id/-10042400/,09.06.2001,1303,288,"Старый еврей говорит своей жене:- Сара, знаешь если кто-нибудь из нас умрет,  то я, скорее всего, уеду в Израиль..."
10,https://www.anekdot.ru/id/-2060900010/,09.06.2000,1522,286,"По-видимому, утонул все-таки Герасим, а не Муму, потому что из нихдвоих только Муму могла рассказать Тургеневу эту историю."
5,https://www.anekdot.ru/id/-1060900005/,09.06.1999,1235,173,"Пропью ""Москвич-412"". Недорого."
5,https://www.anekdot.ru/id/-60900005/,09.06.1998,1663,101,"Инстpyктоp пpедложил вводнyю экипажy бомбаpдиpовщика:- Hа боpтy возник пожаp, и вы должны покинyть самолет.Однако фонаpь кабины не отстpельнyлся, а кpышкy штypманскоголюка заело. Ваши действия, лейтенант Смит?- Я бyдy катапyльтиpоваться чеpез фонаpь, - ответил командиpвоздyшного коpабля.- О'кей, - сказал инстpyктоp, - самолет вы покинете, ноpазобьете головy и погибнете. Втоpой пилот, ваши действия?- Я покинy машинy чеpез отвеpстие, пpоделанное командиpом."
4,https://www.anekdot.ru/id/14548/,09.06.1997,991,80,"Идет экзамен по правилам дорожного движения.Экзаменатор:- Перекресток, тут вы, тут автобус, тут грузовик, тут мотоцикл.  Кто проедет первый?Экзаменуемый:- Таксист.Экзаменатор:- Почему таксист??!! Откуда там взялся таксист??!!Экзаменуемый:- Да хрен его знает, откуда эти таксисты берутся."
20,https://www.anekdot.ru/id/1219296/,08.06.2021,966,270,"Илон создал условия и в его команде лучшие молодые учёные со всего мира. Путин создал условия, чтобы наши лучшие молодые учёные были в команде Илона. В некотором роде, одно дело делаем."
3,https://www.anekdot.ru/id/1118746/,08.06.2020,1764,184,"Хоронили негра, сожгли 12 штатов"
1,https://www.anekdot.ru/id/1021686/,08.06.2019,724,89,Если мы врём властям - это преступление. Если власти врут нам - это политика.
6,https://www.anekdot.ru/id/952494/,08.06.2018,966,72,"— Простите, а клуб ностальгирующих здесь находится?— Да, но он уж стал не таков, как прежде..."
24,https://www.anekdot.ru/id/890796/,08.06.2017,1398,83,"Желая закончить затянувшийся спор, муж говорит жене: - Дорогая, давай не будем ссориться, а обсудим всё спокойно... - Нет! Каждый раз, когда мы что-то спокойно обсуждаем, ты оказываешься прав."
27,https://www.anekdot.ru/id/829385/,08.06.2016,1279,192,"- А вот еще знаете, хлеб солью натрешь, головку чеснока… вкуснотища!- Спасибо, Дмитрий Анатольевич! Держимся."
23,https://www.anekdot.ru/id/766499/,08.06.2015,1860,184,"Пока девушки первые не начнут приводить меня в бар, чтобы напоить за свой счёт и потом развести меня на секс у себя дома, при этом делая постоянные комплименты моим, например, ногам, ни о каком равенстве полов не может быть и речи. Уж простите, накипело..."
20,https://www.anekdot.ru/id/700610/,08.06.2014,1118,101,"- Мама!.. Мамочка! - Что, сынок? - У меня под одеялом какое-то чудовище! - Какую из ночного клуба привёл, такая и лежит..."
32,https://www.anekdot.ru/id/642358/,08.06.2013,710,107,"Теперь по идее на Людмиле должен Медведев жениться, годика на четыре, а там глядишь Путин вернется..."
31,https://www.anekdot.ru/id/583034/,08.06.2012,1061,83,"Министр образования сдал все ЕГЭ, министр здравоохранения отстояла очередь в поликлинику, и только тогда пенсионерка Клавдия Васильевна отпустила золотую рыбку."
8,https://www.anekdot.ru/id/514589/,08.06.2011,741,85,Жена с претензией мужу:- Почему все твои друзья зарабатывают больше тебя!?- Уметь надо - друзей выбирать.
24,https://www.anekdot.ru/id/453943/,08.06.2010,1152,131,"Как мне подсказали, любовницу в телефоне лучше всего записывать подименем ""Номер не определён""."
2,https://www.anekdot.ru/id/400529/,08.06.2009,1245,158,"- Дача - это место, где саженец становится деревом, семечко - овощем, а  человек - раком."
7,https://www.anekdot.ru/id/348293/,08.06.2008,645,118,"- А за убийство марсиан сажают?- Да, сразу в дурку."
15,https://www.anekdot.ru/id/293882/,08.06.2007,988,171,Дятлы - это такие специальные соловьи для рэперов.
13,https://www.anekdot.ru/id/233670/,08.06.2006,631,195,"Понятие о идеальном муже у всех женщин очень различно - одной нуженмиллиардер, а другой и скромного миллионера вполне достаточно."
38,https://www.anekdot.ru/id/166029/,08.06.2005,1400,191,- У нас дома все решает папа. А кто у нас папа - решает мама.
13,https://www.anekdot.ru/id/99056/,08.06.2004,1717,208,"Старинный немецкий штабной анекдот.В ставке:Адьютант:- Ваше Высокопревосходительство! Важные новости - Италия вступила  в войну!Фельдмаршал:- Ну что же, пошлите против них 3 дивизии.Адьютант:- Осмелюсь доложить, Ваше Высокопревосходительство, Италия вступила  в войну на нашей стороне!Фельдмаршал:- А вот это уже плохо! Придется послать им на помощь 10 дивизий."
7,https://www.anekdot.ru/id/44803/,08.06.2003,1256,213,Кактус - это глубоко разочарованный в жизни огурец.
8,https://www.anekdot.ru/id/-9966538/,08.06.2002,677,289,"В чем отличие пар:1) программист с программой2) мужчина с женщинойОтвет:1) разработка, внедрение, сопровождение2) сопровождение, разработка, внедрение"
10,https://www.anekdot.ru/id/-10042406/,08.06.2001,1808,270,"Рецепт ""Говядина по-английски"":Возьмите большой кусок говядины и уйдите не прощаясь."
4,https://www.anekdot.ru/id/-2060800004/,08.06.2000,1731,384,"Умирал старый отец и решил поделить все свое состояние между тремясвоими сыновьями.- Hих%я себе расклад, - сказал четвертый сын.И это еще ничего. Пятый вообще ничего не знал."
5,https://www.anekdot.ru/id/-1060800005/,08.06.1999,1382,279,"Крутая деваха на Гаваях зашла в воду и крутой волнойу нее смыло лифчик-бикини. Выдя на берег и скрестив руки на груди,как делают все женщины, когда прикрывают грудь, она встретиламаленького мальчика, играющего в песочке.Мальчик:- Леди, если вы собираетесь топить этих щеночков, то я возьму  вот этого - с коричневым носиком..!!!"
1,https://www.anekdot.ru/id/-60800001/,08.06.1998,2717,102,"К наступающему сезону отпусков.Решил один мужик оттянуться на красивых заграничных берегах.Поднакопил деньжат, купил тур, поехал с женой на берегтеплого моря. Отдохнул, собрался уезжать из отеля, вдруг патронэтого самого отеля ему счет - 10 тысяч франков. Ну, мужик такохренел немножко, за что? А патрон ему:- Ну вот, смотрите. Автомобильная прогулка с дегустацией  вин - 2 тысячи.Мужик:- Да вы чего? Никуда я не ездил.- Ну это сами виноваты. Мы каждый день объявляли о прогулке.  Дальше, выезд на яхте с рыбалкой - 3 тысячи.- Какая на хрен рыбалка?- Не знаю, не знаю, каждый день яхта к отелю приходила, надо  было смотреть. Дальше вот, полет на вертолете над горами -  5 тысяч.- Какой еще вертолет?- Ну это сами виноваты, что не пользовались. Каждый день  вертолет прилетал.Мужик:- Ах вот так? Тогда требую с вас 15 тыс. франков компенсации  за моральный ущерб.- Какой еще моральный ущерб?- А за то, что вы мою жену трахали.- Я? Вашу жену? Да я к ней не подходил!- Ну это сами виноваты. Она каждый день тут на пляже лежала."
8,https://www.anekdot.ru/id/13132/,08.06.1997,453,96,"В учреждении сотрудник рассказывает, что нашел вавтобусе кошелек с деньгами.- И что же вы сделали? Отнесли в милицию?- Hет. Hе хотелось, чтобы подумали, будто я выставляю  напоказ свою честность."
28,https://www.anekdot.ru/id/1219026/,07.06.2021,993,103,"Комментарий к фильму ""Гравитация"":  - Я плакал, пока смотрел. Местами даже рыдал. Потому что я физик по образованию."
18,https://www.anekdot.ru/id/1118511/,07.06.2020,2029,280,"Путин наставляет главу Норникеля: «Если бы резервуар поменяли своевременно, разлива топлива можно было бы избежать». Ого, оказывается резервуар менять надо было?!! А мы-то думали, что достаточно обнулить срок эксплуатации и работать как раньше..."
3,https://www.anekdot.ru/id/1021439/,07.06.2019,1084,188,Во время прогулки по лесу Путин в шутку спросил кукушку сколько ему осталось. Кукушка накуковала 250 лет. Потом Песков осип окончательно.
30,https://www.anekdot.ru/id/952333/,07.06.2018,1319,68,"Электронный документооборот в России — это когда ты распечатываешь документы, чтобы подписать и снова отсканировать."
12,https://www.anekdot.ru/id/890652/,07.06.2017,1134,149,Нам некогда читать Пушкина - мы им гордимся!
1,https://www.anekdot.ru/id/829225/,07.06.2016,1306,117,"Из газет: ""В Госдуму внесен законопроект об уголовной ответственности за склонение к самоубийству и содействие ему"".Интересно, а установление размеров пенсий и стоимости услуг ЖКХ попадут под эту статью?"
